objectid,title,format,display_template,object_location,object_link,cb_template,location,latitude,longitude,description,subject,date,collection_type,institution,creator,creator_github,language,img_small,img_thumb
example0047,Status and the Sacred,image/jpeg,image,/objects/example0047.jpg,https://alamorri.github.io/Status-and-the-Sacred/,CB-GH,"Bloomington, IN",39.1684777,-86.52301806,This site is intended to serve as a resource for information about books of hours and certain information about Medieval Western European life associated with them. It is primarily designed to serve as a repository for scans of a book of hours in the collection of the Lilly Library at Indiana University Bloomington.,Religion; Medieval texts; Medieval Europe,2022,Student Project,Indiana University,Alan Morris,https://github.com/alamorri,eng,/objects/small/example0047_sm.jpg,/objects/thumbs/example0047_th.jpg
example0048,The Art of Tarot,image/jpeg,image,/objects/example0048.jpg,https://jwparkinson.github.io/tarotlibrary/,CB-GH,"Bloomington, IN",39.1684777,-86.52301806,"This is a digital image collection sampling cards from multiple Tarot decks. The purpose of this collection is to show how different artists, separated by time, gender, and culture, each interprets the centuries-old format of Tarot. Created as part of the Z652 Digital Libraries course at Indiana University.",Tarot; Art; Spiritualism,2022,Student Project,Indiana University,Julia Parkinson,https://github.com/jwparkinson,eng,/objects/small/example0048_sm.jpg,/objects/thumbs/example0048_th.jpg
example0049,Reed Cats,image/jpeg,image,/objects/example0049.jpg,https://reedkay.github.io/reedcats/,CB-GH,,,,"The two cats of the house of Reed, Lulu and Pan and all their activities. Created as part of a class on on GitHub and Git.",Cats; Pets,2022,Student Project; Personal Collection,,Kayla Reed,https://github.com/reedkay,eng,/objects/small/example0049_sm.jpg,/objects/thumbs/example0049_th.jpg
example0050,Clement Wragge: A Selection of Items from Trove,image/jpeg,image,/objects/example0050.jpg,https://wragge.github.io/trove-wragge-list-demo/,CB-GH,"Canberra, Australia",-35.23738849,149.0839671,This exhibition was generated from a Trove List by the GLAM Workbench. The notebook converts Trove lists into a series of files that can be uploaded to a CollectionBuilder-GH repository to create an instant exhibition.,Meteorology; Meteorologist,2022,Digital Archive,,Tim Sherratt,https://github.com/wragge,eng,/objects/small/example0050_sm.jpg,/objects/thumbs/example0050_th.jpg
example0051,Coins of the Cairo Geniza,image/jpeg,image,/objects/example0051.jpg,https://geniza.github.io/paleographicalglossary/,CB-GH,"Princeton, NJ",40.34985397,-74.63688688,"This is a digital paleographical glossary for dating textual fragments. This resource can assist researchers in dating geniza fragments that do not explicitly mention years of recording but instead retain numismatic data. In many instances, the production history of coinage can aid us in estimating the earliest year in which a text may have been recorded.",Coins; Palaeography,2023,Glossary; Digital Archive,Princeton University; Geniza Lab,Matthew Dudley; Alan Elbaum,https://github.com/geniza,eng,/objects/small/example0051_sm.jpg,/objects/thumbs/example0051_th.jpg
example0052,Mapping Lifta,image/jpeg,image,/objects/example0052.jpg,https://writingafterthedisaster.github.io/lifta/,CB-GH,"Santa Barbara, CA",34.41474179,-119.8445267,This project documents the remnants of Palestinian Lifta.,Lifta; Palestine,2022,Digital Archive,"University of California, Santa Barbara",Jeff O'Brien,https://github.com/writingafterthedisaster,eng,/objects/small/example0052_sm.jpg,/objects/thumbs/example0052_th.jpg
example0053,Chocolates Juncosa,image/jpeg,image,/objects/example0053.jpg,https://laurenpv85.github.io/Unexpected-Collections/,CB-GH,"Austin, TX",30.28528909,-97.73124575,Collection of 36 chromo trade cards produced by Spanish company Chocolates E. Juncosa. The cards depict the Cuban War of Independence (1895-1898) and the beginning of the Spanish-American War.,Cigar labels; Chromo trade cards; Cuban War of Independence,2023,Digital Archive,The University of Texas at Austin,Lauren Peña,https://github.com/laurenpv85,eng,/objects/small/example0053_sm.jpg,/objects/thumbs/example0053_th.jpg
example0054,Charley Harper and the National Park Service,image/jpeg,image,/objects/example0054.jpg,https://jlhootman.github.io/harper-nps-posters/,CB-GH,"Lexington, KY",38.08783614,-84.49158298,This image gallery presents a portion of Harper’s commissioned work by the U.S. National Park Service and related maps. Prints of these works in poster format as well as the maps which relate to the geographic areas represented in Harper’s artwork are owned by the University of Kentucky Libraries and have been digitized by the UK Libraries’ Special Collections and Research Center.,Art; Posters; National Park Service,2021,Digital Art Exhibit,University of Kentucky,Jennifer Hootman,https://github.com/jlhootman,eng,/objects/small/example0054_sm.jpg,/objects/thumbs/example0054_th.jpg
example0055,Muskuy Yachay Archives,image/jpeg,image,/objects/example0055.jpg,https://lwcarney.github.io/muskuyarchive/,CB-GH,"College Park, MD",38.98731859,-76.94068748,"This collection contains materials related to Kichwa-language muskuy narratives of the Runa of Ecuador. It includes audiovisual, textual, and image files from the Lisa W. Carney's doctoral dissertation 'By the Authority of Dreams Truth and Knowledge in Kichwa Muskuy Narratives.'",Pottery; Indigenous knowledge,2021,Digital Archive,University of Maryland,Lisa W. Carney,https://github.com/LWCarney,eng,/objects/small/example0055_sm.jpg,/objects/thumbs/example0055_th.jpg
example0056,Mineral and Rock Collection,image/jpeg,image,/objects/example0056.jpg,https://ilewis13.github.io/Mineral-and-Rock-Collection/,CB-GH,,,,This is a mineral and rock collection gathered from Travis Jackson's personal collection with a variety of specimens presented in their polished and rough forms.,Rocks; Minerals,2021,Personal Collection,,Irene Lewis,https://github.com/ilewis13,eng,/objects/small/example0056_sm.jpg,/objects/thumbs/example0056_th.jpg
example0057,The Boldest 19th Century Dare Devils,image/jpeg,image,/objects/example0057.jpg,https://luanaamatuzio.github.io/The-Boldest-19th-Century-Dare-Devils/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This is a digital collection of images detailing 19th century Dare Devils tightroping and barreling over the Falls. The three main individuals chosen are Annie Edson Taylor, Henry Bellini, and Charles Blondin. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Tightroping; Visual culture,2021,Student Project,Brock University,Luana Amatuzio,https://github.com/LuanaAmatuzio,eng,/objects/small/example0057_sm.jpg,/objects/thumbs/example0057_th.jpg
example0058,Urban Family Recipe Collection,image/jpeg,image,/objects/example0058.jpg,https://katiemik.github.io/urban-family-recipe-collection/,CB-GH,,,,"This recipe collection began its life in a three-ring yellow binder which initially served as a way to preserve beloved family recipes for family members to reference and recreate. The Urban Family Recipe Collection is a digital repository that collects many of these recipes. Organized by a variety of means, including a recipe’s creator, main ingredient, seasonality of ingredients, cooking method, or meal type, there are many ways to locate a desired recipe. Once found, recipes can easily be printed or downloaded as a PDF for ease of reference or annotation. This collection will hopefully continue to grow as new recipes are developed.",Recipes; Family,2021,Personal Collection,,Katie Mikulka,https://github.com/katiemik,eng,/objects/small/example0058_sm.jpg,/objects/thumbs/example0058_th.jpg
example0059,La Rana: PCTO Liceo Galvani e Università di Bologna,image/jpeg,image,/objects/example0059.jpg,https://dersuchendee.github.io/trovalarana-liceogalvani/,CB-GH,"Bologna, Italy",44.49681054,11.33881603,"Il progetto intende attivare la ricerca, archiviazione, digitalizzazione, metadatazione e creazione di una Digital library del giornalino scolastico La Rana, pubblicato dal 1961 al 1968 e conservato parzialmente nell'Archivio Storico del Galvani, ma implementabile nella collezione completa con copie provenienti dalla Biblioteca Universitaria di Bologna e dall'Archivio della biblioteca stessa.",Newspapers,2023,Digital Archive,University of Bologna,Anna Sofia Lippolis,https://github.com/dersuchendee,ita,/objects/small/example0059_sm.jpg,/objects/thumbs/example0059_th.jpg
example0060,The Wonders of Ifugao,image/jpeg,image,/objects/example0060.jpg,https://ckepino.github.io/the_wonders_of_ifugao/,CB-GH,"Lagawe, Philippines",16.80468397,121.1758074,"A collection of digital resources citing Ifugao culture. The Ifugao inhabit the most rugged mountainous part of the Philippines, high up in the central Cordillera in northern Luzon. The area refused to submit to numerous colonizers and thus preserve its rich cultural diversity.",Ifugao; Cultural diversity,2022,Digital Archive,,2X9 Group,https://github.com/ckepino,eng,/objects/small/example0060_sm.jpg,/objects/thumbs/example0060_th.jpg
example0061,Sinapupunan: Celebrating the Best of Filipina Directors,image/jpeg,image,/objects/example0061.jpg,https://flonnesan.github.io/Sinapupunan/,CB-GH,"Quezon City, Philippines",14.65375649,121.0683183,Sinapupunan is a digital exhibit compiling and celebrating the best films and documentaries of Filipina directors in the 21st century.,Film; Film directors,2022,Digital Archive,University of the Philippines,Anton Campos; Dan Gabriel Castro; Nadine Coronel; Gail Daniel; Mark Andy Pedere ,https://github.com/flonnesan,eng; tgl,/objects/small/example0061_sm.jpg,/objects/thumbs/example0061_th.jpg
example0062,UP LISSA Memoirs,image/jpeg,image,/objects/example0062.jpg,https://khayeceeab.github.io/UPLISSAMemoirs/,CB-GH,"Quezon City, Philippines",14.65375649,121.0683183,"This collection aims to commemorate and promote University of the Philippines Library and Information Science Students Association (UP LISSA). With UP LISSA’s long and colorful history, let us all look back and celebrate UP LISSA’s events throughout the years, as well as its members’ accomplishments. Created as part of the CWTS 2 SLIS - Strengthening of a Barangay Library course at the University of the Philippines.",Student organizations; Library Science,2022,Digital Archive; Student Project,University of the Philippines,Khaye Cee A. Benedicto; Joseph Emmanuel S. Chan; Dominique De Guzman; Ralph Anthon Dela Torre; Rad Julongbayan,https://github.com/khayeceeab,eng,/objects/small/example0062_sm.jpg,/objects/thumbs/example0062_th.jpg
example0063,Rizal Hall@100,image/jpeg,image,/objects/example0063.jpg,https://curatory.tech/rizal_hall/,CB-CSV,"Manila, Philippines",14.58404631,120.9845039,"This collection contains images of Rizal Hall at the University of the Philippines throughout history. Every academic year, hundreds of freshies climb up the historic stairs of Rizal Hall to attend their General Education (GE) subjects in the College of Arts and Sciences (CAS).",University history; University halls,2021,Digital Archive,University of the Philippines,Mary Dorothy dL. Jose; Paul Jason Perez,,eng,/objects/small/example0063_sm.jpg,/objects/thumbs/example0063_th.jpg
example0064,Gertzel Library - published material,image/jpeg,image,/objects/example0064.jpg,https://infoliterati.github.io/Gertzel_collection/,CB-GH,"Bentley, Perth, Australia",-32.00470066,115.8918316,"This collection provides a broad overview of the published material from the library of the late Africanist scholar Prof. Cherry Gertzel (<a href=""http://cherrygertzel.net"" target=""_blank"">http://cherrygertzel.net</a>). It shows the subject areas, as well as the quantity and types, of published material in the Gertzel Library. The purpose of the collection is to make information about it more readily available in order to find a suitable home (or homes) for the material so that it can be used by Africanist scholars and researchers.",Africanist scholarship,2022,Digital Archive,Curtin University,Karen Miller,https://github.com/infoliterati,eng,/objects/small/example0064_sm.jpg,/objects/thumbs/example0064_th.jpg
example0065,Heaven and Earth: Renaissance Art and Culture in Northern Europe,image/jpeg,image,/objects/example0065.jpg,https://ahva-ubc.github.io/Heaven-and-Earth/,CB-GH,"Vancouver, BC, Canada",50.18050255,-119.5966182,"This collection focuses on painting, sculpture, and graphic art in France, the Netherlands, Germany, and England in the 15th and 16th centuries, with special emphasis on the major figures of this period, from van Eyck and van der Weyden to Grunewald, Bosch, Durer, Holbein, and Pieter Bruegel. This site is meant to showcase content covered in the ARTH 323 Heaven and Earth: Renaissance Art and Culture in Northern Europe 1400-1600 course at the University of British Columbia.",Renaissance; European art; Art,2022,Course,University of British Columbia,Joseph Monteyne; UBC AHVA Visual Resources Centre,https://github.com/ahva-vrc,eng,/objects/small/example0065_sm.jpg,/objects/thumbs/example0065_th.jpg
example0066,And They Called It Vancouver: Settler-Colonial Relationships to Indigenous Lands and Peoples,image/jpeg,image,/objects/example0066.jpg,https://ubc-library-rbsc.github.io/langmann-2021/,CB-GH,"Vancouver, BC, Canada",50.18050255,-119.5966182,"This digital exhibition features photographs and postcards from the Uno Langmann Family Collection of B.C. Photographs, housed at UBC's Rare Books and Special Collections.",Postcards; Local history; Family history,2021,Digital Archive,University of British Columbia,Ashlynn Prasad,https://github.com/ubc-library-rbsc,eng,/objects/small/example0066_sm.jpg,/objects/thumbs/example0066_th.jpg
example0067,Middle East and North Africa Illustrated: A Bibliography of Graphic Novels in English,image/jpeg,image,/objects/example0067.jpg,https://gnmedatabase.github.io/site/,CB-GH,"Seattle, WA",47.65587864,-122.307394,Middle East and North Africa Illustrated (MENAI) is an annually updated database of bibliographical information on all graphic novels that are related to the Middle Eastern and North African countries in various genres that are written in or translated into English. The MENAI is a side product of the HONORS 212 Near/Middle East Illustrated course at the University of Washington.,Graphic novels; Middle East; North Africa,2022,Digital Archive,University of Washington,Selim S. Kuru; Andrew Weymouth ,https://github.com/gnmedatabase,eng,/objects/small/example0067_sm.jpg,/objects/thumbs/example0067_th.jpg
example0068,Beaverhead Mine Documents,image/jpeg,image,/objects/example0068.jpg,https://mbmg.mtech.edu/Information/Collections/Mine-Files/Beaverhead/,CB-CSV,"Butte, MT",46.00320747,-112.5285289,"This collection contains mining documents for properties and claims within Beaverhead County in southwest Montana. These documents include assays, correspondence, maps, news clippings, photos, publications, reports, surveys, or other material related to any property.",Mines; Montana; Maps; Mining documents,2021,Digital Archive,Montana Bureau of Mines and Geology,Montana Bureau of Mines and Geology,,eng,/objects/small/example0068_sm.jpg,/objects/thumbs/example0068_th.jpg
example0069,Lloyd C. Furer Cross Sections,image/jpeg,image,/objects/example0069.jpg,http://mbmg.mtech.edu/Information/Collections/Furer/,CB-CSV,"Butte, MT",46.00320747,-112.5285289,"After 20 years in the oil industry, Lloyd Furer joined Indiana University and, among other research activities, taught surface geology for 10 years at the Indiana field station near Cardwell, Montana. Since retiring, Lloyd has spent decades correlating subsurface formations in the western U.S. based on his knowledge of surface geology and thousands of geophysical logs from Montana, Wyoming, Colorado, and the Dakotas. This collection of over 50 cross sections represents a portion of Lloyd Furer’s correlation work in Montana.",Geology; Montana; Geological cross-sections,2021,Digital Archive,Montana Bureau of Mines and Geology,Montana Bureau of Mines and Geology,,eng,/objects/small/example0069_sm.jpg,/objects/thumbs/example0069_th.jpg
example0070,A Shaky Truce,image/jpeg,image,/objects/example0070.jpg,https://shakytruce.github.io/,CB-GH,"Starkville, MS",33.45139402,-88.82055373,"This digital oral and public history project was a cooperative effort to showcase the unique history of Starkville, Mississippi’s civil rights struggles with particular emphasis on the local fight for school desegregation. This website is designed to tell a story of local activism and provide information for scholars and tools for teachers interested in exploring these local conversations about race, equality, and human rights.",Civil rights movements; Desegregation; Activism,2022,Oral History Collection,Mississippi University for Women; University of Colorado,Deep South DH,https://github.com/shakytruce,eng,/objects/small/example0070_sm.jpg,/objects/thumbs/example0070_th.jpg
example0071,The Smith Papers Collection,image/jpeg,image,/objects/example0071.jpg,https://smithpapers.github.io/,CB-GH,"Columbus, MS",33.49207836,-88.41882145,"The Smith Family Papers includes letters and diaries among family members and friends, with most letters from members of the Smith Family--Pauline and Sam H, and their children, Bernice, Christine, Martha, and “Sonny Boy.”",Letters; Diaries; Family history,2022,Digital Archive; Academic Library,Mississippi University for Women,MUW Digital Studies,https://github.com/smithpapers,eng,/objects/small/example0071_sm.jpg,/objects/thumbs/example0071_th.jpg
example0072,Postcards from the Global South: Porfirian Mexico and Japanese Occupied Korea (1910-1932),image/jpeg,image,/objects/example0072.jpg,https://cpp-korea-mexico-postcards-project.github.io//global-south-postcards/,CB-GH,"Pomona, CA",34.05634605,-117.8192415,"Postcards from the Global South uses picture postcards to document colonial visual discourses on Mexico during the regime of Porfirio Díaz, and Korea during the first decades of the Japanese Occupation.",Korea--Japanese Occupation; Postcards,2022,Digital Archive; Academic Library,"California Polytechnic State University, Pomona",Cal Poly Pomona,https://github.com/cpp-korea-mexico-postcards-project,eng,/objects/small/example0072_sm.jpg,/objects/thumbs/example0072_th.jpg
example0073,W.K. Kellogg Arabian Horse Library Postcard and Notecard Collection,image/jpeg,image,/objects/example0073.jpg,https://cpplibrary.github.io/postcards-compound/,CB-GH,"Pomona, CA",34.05634605,-117.8192415,"The W.K. Kellogg Arabian Horse Library Postcard and Notecard Collection spans from the 1920s to the 1970s and contains both postcards and notecards with a connection to either the W.K. Kellogg Arabian Horse Ranch in Pomona, California or the Kellogg Company in Battle Creek, Michigan. The postcards mostly depict horses of the Kellogg Ranch but there are also scenic views of the property and Kellogg House, as well as various locations of the Kellogg Company.",Postcards; Horse ranches,2022,Digital Archive; Academic Library,"California Polytechnic State University, Pomona",Cal Poly Pomona; W.K. Kellogg Arabian Horse Library,https://github.com/cpplibrary,eng,/objects/small/example0073_sm.jpg,/objects/thumbs/example0073_th.jpg
example0074,Colors of Ozu,image/jpeg,image,/objects/example0074.jpg,https://drodz11.github.io/colors-of-ozu/,CB-GH,"Tallahassee, FL",30.44265478,-84.2983387,"This is an ongoing, film analysis and digital scholarship project examining the color films of Japanese filmmaker Yasujirō Ozu (1903-1963). The project leverages digital tools and technologies to novelly and creatively examine Ozu's final six films.",Color films; Film directors,2022,Digital Scholarship Project,Florida State University ,Dave Rodriguez,https://github.com/drodz11,eng,/objects/small/example0074_sm.jpg,/objects/thumbs/example0074_th.jpg
example0075,Performance and Exploitation: Views of the Anomalously Bodied,image/jpeg,image,/objects/example0075.jpg,https://ncflib.github.io/BodiesMinds-Group2/,CB-GH,"Sarasota, FL",27.38587624,-82.56389533,"This digital archive is comprised of people with dwarfism, as well as a few who had giantism. This project's purpose is to ask how the gaze, in its passing between staring and attention, can be interrogated to reveal the prejudices which still single out the anomalously bodied for the simple reason that they appear different from the normally bodied in their own ways of living. ",Physical disabilities; Circuses,2020,Digital Archive,New College of Florida,New College of Florida,https://github.com/ncflib,eng,/objects/small/example0075_sm.jpg,/objects/thumbs/example0075_th.jpg
example0076,Beauty in Variation,image/jpeg,image,/objects/example0076.jpg,https://ncflib.github.io/BodiesMinds-Group1/,CB-GH,"Sarasota, FL",27.38587624,-82.56389533,"This collection examines ""beauty"" displayed in Ringling Circus's archives. A circus act tells us what bodies and visual traits were stigmatized and considered abnormal in the time and place of their performance. This allows us to draw conclusions about the definition of ""normal"" and about standards of beauty within the setting we're observing. In this collection, the visuals shown are forms of beauty modifications such as, but not limited to, clothing, accessories, extra limbs, and hair.",Beauty; Circuses,2020,Digital Archive,New College of Florida,New College of Florida,https://github.com/ncflib,eng,/objects/small/example0076_sm.jpg,/objects/thumbs/example0076_th.jpg
example0077,"Pain and Performace: Viewing of the ""Overly-Abled""",image/jpeg,image,/objects/example0077.jpg,https://ncflib.github.io/BodiesMinds-Group3/,CB-GH,"Sarasota, FL",27.38587624,-82.56389533,"This collection is organized around core themes of pain and performance, as they are deployed across four categories common to circus ""freak shows"": swords and sword swallowing, needles and nails, extreme strength, and performers inflicting pain on another. In each case, the performers' ability to complete these feats inspires an awe that may override sympathy. While circus freak shows often featured performers and bodies that were visibly physically disabled, we call the subjects of this collection ""overly-abled,"" in order to highlight their difference but still call attention to the similar ways in which they are dehumanized.",Circuses; Pain,2020,Digital Archive,New College of Florida,New College of Florida,https://github.com/ncflib,eng,/objects/small/example0077_sm.jpg,/objects/thumbs/example0077_th.jpg
example0078,Football in America,image/jpeg,image,/objects/example0078.jpg,https://kwaldenphd.github.io/nd-archives/,CB-GH,"Notre Dame, IN",41.7045786,-86.23537066,"This site features select football-related collections from the University of Notre Dame Archives. Metadata was generated as part of Prof. Katherine Walden's F21 ""Football In America"" course.",Football,2022,Digital Archive; Course,University of Notre Dame,Katherine Walden,https://github.com/kwaldenphd/,eng,/objects/small/example0078_sm.jpg,/objects/thumbs/example0078_th.jpg
example0079,Willett Family Photo Album,image/jpeg,image,/objects/example0079.jpg,https://historycenter.mld.org/willett_album/,CB-CSV,"Meridian, ID",43.61313572,-116.3887168,"The Willett family traveled from Bridgewater, Massachusetts to Meridian, Idaho in 1921 to visit their daughter. This photograph collection documents their six-week cross-country journey in an auto bungalow.",Local history; Scrapbooks,2023,Public Library,Meridian Library District,Meridian Library District History Center,https://github.com/historycenter-mld,eng,/objects/small/example0079_sm.jpg,/objects/thumbs/example0079_th.jpg
example0080,Wyoming Oral History Online,image/jpeg,image,/objects/example0080.jpg,http://oralhistory.wyshs.org/,CB-GH,"Wheatland, WY",42.05854396,-104.9525483,"Wyoming is rich in oral history: an estimated 5,000 oral history interviews are archived in nearly 50 museums, libraries, and other institutions around the state. The Wyoming Oral History Online database (WOHO) contains more than 3500 oral histories from across Wyoming. The Wyoming State Historical Society created this database to make these materials easy for researchers to find.",Oral histories; Interviews; Wyoming,2022,Oral History Collection,Wyoming State Historical Society,Wyoming State Historical Society,,eng,/objects/small/example0080_sm.jpg,/objects/thumbs/example0080_th.jpg
example0081,We Exist Series 5,image/jpeg,image,/objects/example0081.jpg,https://digitalprojects.usm.maine.edu/weexist5/,CB-GH,"Portland, ME",43.662647,-70.27561321,"We Exist is an ongoing six-part series looking at the history of Maine’s African American communities, curated by Dr. Lance Gibbs from the University of Southern Maine. This is the 5th installment, entitled ""Stories of African American Education and Employment in Maine,"" which examines where African Americans have learned and worked.",Maine; Local history; African Americans,2023,Academic Library; Digital Archive,University of Southern Maine,Paul Fuller; Lance Gibbs; Mary Holt,https://github.com/fullerpault,eng,/objects/small/example0081_sm.jpg,/objects/thumbs/example0081_th.jpg
example0082,Storying Extinction: Responding to the Loss of North Idaho’s Mountain Caribou,image/jpeg,image,/objects/example0082.jpg,https://cdil.lib.uidaho.edu/storying-extinction/,CB-CSV,"Moscow, ID",46.72904381,-117.0126472,Storying Extinction is a multidisciplinary digital humanities project that represents community response to the recent extirpation (2019) of southern mountain caribou from the South Selkirk mountains of North Idaho—the last caribou to inhabit the coterminous United States.,Extinction; Mapping; Caribou,2020,Mapping Project; Digital Scholarship Project,"TheCDIL, Center for Digital Inquiry and Learning, University of Idaho Library","TheCDIL, Center for Digital Inquiry and Learning, University of Idaho Library",https://github.com/ctrlshifty,eng,/objects/small/example0082_sm.jpg,/objects/thumbs/example0082_th.jpg
example0083,Modernizing the Landscape: Industrialization at Niagara Falls,image/jpeg,image,/objects/example0083.jpg,https://madelineecollins.github.io/2p90project/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This exhibition is a collection of images and texts that explore how Niagara's booming industry in the 19th century visually changed, collaborated with, or overwhelmed the landscape around it. The collection explores the visual culture of 19th century Niagara that displayed the relationship between factory and nature, and presented industry as an embedded, inexorable feature of Niagara’s environment. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Niagara Falls; Industrialization; Niagara Region,2021,Student Project,Brock University,Madeline Collins,https://github.com/MadelineECollins,eng,/objects/small/example0083_sm.jpg,/objects/thumbs/example0083_th.jpg
example0084,Exploring the Influence of Wine in 19th Century Niagara,image/jpeg,image,/objects/example0084.jpg,https://sp18al.github.io/Wine-Industry-In-19th-Century-Niagara/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This collection displays resources sourced from the Brock Archives and Special Collections regarding wine and grape growing in the Niagara region from the 19th century. Placing these images within a larger context within the 19th century, we see the influx of new technology influencing the industrialization of the wine industry across the wide scale Niagara region in Ontario. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Niagara Falls; Wine; Niagara Region,2021,Student Project,Brock University,Sarah Puckett,https://github.com/sp18al,eng,/objects/small/example0084_sm.jpg,/objects/thumbs/example0084_th.jpg
example0085,Hydroelectric Power at Niagara Falls,image/jpeg,image,/objects/example0085.jpg,https://ellasexton.github.io/hydroelectric-falls/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,An exhibition on the relationship of hydroelectricity with Niagara Falls. The images in this exhibition aim to tell the story of the construction of the Niagara Parks Power Station and how the infrastructure looks today. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.,Hydroelectric power; Niagara Falls; Niagara Region,2021,Student Project,Brock University,Ella Sexton,https://github.com/ellasexton,eng,/objects/small/example0085_sm.jpg,/objects/thumbs/example0085_th.jpg
example0086,The Honeymoon Capital: Displays of Love in the Niagara Region,image/jpeg,image,/objects/example0086.jpg,https://mmclean6.github.io/honeymooncapital/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"Known as the Honeymoon Capital of the world, Niagara Falls is a city known for love, adventure, and thrill. The objects in this exhibit are all examples of love and romance in the  greater Niagara region or have some connection to the Niagara region. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Letters; Niagara Falls; Niagara Region,2021,Student Project,Brock University,Marley McLean,https://github.com/mmclean6,eng,/objects/small/example0086_sm.jpg,/objects/thumbs/example0086_th.jpg
example0087,Don't Slip and Niagara Fall!,image/jpeg,image,/objects/example0087.jpg,https://cuddycolbon.github.io/FINAL-EXHIBIT/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"A collection of images displaying the extreme winters of Niagara Falls and how its unique weather conditions create extraordinary natural phenomenons. By comparing images of the same scenery in Niagara Falls through the 19th century alone, we can see how the winter weather conditions can have such large impacts on certain parts of the natural landscape, as well as manmade structures. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Niagara Falls; Weather; Niagara Region,2021,Student Project,Brock University,Riley Cuddy-Colbon,https://github.com/cuddycolbon,eng,/objects/small/example0087_sm.jpg,/objects/thumbs/example0087_th.jpg
example0088,A Fond Sigh of Friendship: A Moment of the Past Brought Forward,image/jpeg,image,/objects/example0088.jpg,https://abisarah.github.io/A-Fond-Sigh-of-Friendship/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This collection features imagery and literature found in a 19th century Friendship Album, and a few from the 20th century.  These friendship albums provide insight into the history of Niagara and the types of people that lived there. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Friendship albums; Niagara Falls; Niagara Region,2021,Student Project,Brock University,Abigail Leeder,https://github.com/abisarah,eng,/objects/small/example0088_sm.jpg,/objects/thumbs/example0088_th.jpg
example0089,The Tipped Inkwell,image/jpeg,image,/objects/example0089.jpg,https://rs18bl.github.io/The-Tipped-Inkwell/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,This collection provides a look at nineteenth century penmanship and how that relates to the century itself. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.,Penmanship; Niagara Region,2021,Student Project,Brock University,Rachel Stangl,https://github.com/rs18bl,eng,/objects/small/example0089_sm.jpg,/objects/thumbs/example0089_th.jpg
example0090,Niagara in the 19th Century as Seen by George E. Curtis,image/jpeg,image,/objects/example0090.jpg,https://jingyuez.github.io/history/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"The collection series focuses on the historical viewpoint of the United States' Niagara area, and it is credited to George E. Curtis, who was active from the 1860s until 1910 and was recognized for his stereoscopic views of Niagara Falls. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Stereoscopic views; Niagara Falls; Niagara Region,2021,Student Project,Brock University,Leyao Chen; Ke Shi; Yufei Wang; Jingyue Zhang,https://github.com/jingyuez,eng,/objects/small/example0090_sm.jpg,/objects/thumbs/example0090_th.jpg
example0091,Souvenir Art in Niagara Falls,image/jpeg,image,/objects/example0091.jpg,https://piipervaal.github.io/Souvenir-Art-in-Niagara-Falls/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This digital exhibit focuses on tourism in Niagara during the late 19th century to mid 20th century, including the writing and souvenir art associated. Most of the artifacts presented were created by locals, advertising tourist attractions, andjournals kept by tourists and newsletters. Included are also poems, letters and photographs. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Advertisements; Niagara Falls; Niagara Region; Tourism,2021,Student Project,Brock University,Nikki Singh; Sara Fellman; Piper Valdock,https://github.com/piipervaal,eng,/objects/small/example0091_sm.jpg,/objects/thumbs/example0091_th.jpg
example0092,Letters to St Catharines,image/jpeg,image,/objects/example0092.jpg,https://jessierichard.github.io/Letters-to-St.Catharines/,CB-GH,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,"This digital exhibition features a collection of handwritten letters from people to or from St. Catharines, Ontario. The grouping of letters displays a wide array of communication including words of love, letters from grandmothers for someone’s first birthday, and land ownership disputes. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Letters; Niagara Falls; Niagara Region,2021,Student Project,Brock University,Jessie Richard,https://github.com/jessierichard,eng,/objects/small/example0092_sm.jpg,/objects/thumbs/example0092_th.jpg
